Date,Directories,Files,"Lines of Code (LOC)","Cyclomatic Complexity / Lines of Code","Comment Lines of Code (CLOC)","Non-Comment Lines of Code (NCLOC)",Namespaces,Interfaces,Traits,Classes,"Abstract Classes","Concrete Classes","Average Class Length (NCLOC)",Methods,"Non-Static Methods","Static Methods","Public Methods","Non-Public Methods","Average Method Length (NCLOC)","Cyclomatic Complexity / Number of Methods","Anonymous Functions",Functions,Constants,"Global Constants","Class Constants"
"Fri Oct 30 00:02:33 2009 -0430",64,443,180595,0.07549384552303,56214,124381,0,0,0,746,0,746,167.94638069705,3959,3959,0,3959,0,31.64637534731,3.266986612781,0,61,188,188,0
"Wed Oct 28 09:21:42 2009 -0400",64,443,180455,0.075774888152177,56179,124276,0,0,0,746,0,746,167.76273458445,3956,3956,0,3956,0,31.635743174924,3.2755308392315,0,61,188,188,0
"Wed Oct 21 20:08:00 2009 -0430",63,442,180378,0.075715619667064,56150,124228,0,0,0,745,0,745,168.17852348993,3954,3954,0,3954,0,31.687658067779,3.2738998482549,0,61,188,188,0
"Mon Oct 19 23:44:50 2009 -0400",62,441,180149,0.075993648388319,56086,124063,0,0,0,744,0,744,167.92338709677,3950,3950,0,3950,0,31.629113924051,3.2817721518987,0,61,187,187,0
"Fri Oct 16 23:00:31 2009 -0400",62,441,180149,0.075993648388319,56086,124063,0,0,0,744,0,744,167.92338709677,3950,3950,0,3950,0,31.629113924051,3.2817721518987,0,61,187,187,0
"Wed Oct 14 21:27:42 2009 -0400",62,441,180023,0.075920072251072,56011,124012,0,0,0,744,0,744,168.26747311828,3947,3947,0,3947,0,31.718013681277,3.2802128198632,0,61,187,187,0
"Tue Oct 13 00:33:14 2009 -0400",62,441,180023,0.075920072251072,56011,124012,0,0,0,744,0,744,168.26747311828,3947,3947,0,3947,0,31.718013681277,3.2802128198632,0,61,187,187,0
"Wed Sep 30 10:19:43 2009 -0400",61,438,178967,0.076020163810668,55776,123191,0,0,0,740,0,740,167.84459459459,3908,3908,0,3908,0,31.782241555783,3.2904298874104,0,61,191,191,0
"Wed Sep 23 10:46:18 2009 -0430",60,436,178495,0.076450484172837,55605,122890,0,0,0,738,0,738,167.52032520325,3880,3880,0,3880,0,31.863402061856,3.3144329896907,0,61,191,191,0
"Sun Sep 20 17:53:23 2009 -0400",60,436,178432,0.07646910384462,55585,122847,0,0,0,738,0,738,167.90785907859,3876,3876,0,3876,0,31.970072239422,3.3165634674923,0,61,191,191,0
"Wed Sep 16 01:23:49 2009 -0400",60,435,178093,0.076547257838243,55489,122604,0,0,0,737,0,737,167.34192672999,3867,3867,0,3867,0,31.893198862167,3.3196276183088,0,61,191,191,0
"Sun Sep 13 14:03:16 2009 -0400",62,435,177650,0.076770735300135,55455,122195,0,0,0,732,0,732,168.01366120219,3858,3858,0,3858,0,31.878175220321,3.3208916537066,0,61,194,194,0
"Fri Aug 14 12:32:54 2009 -0400",62,435,177003,0.076837086963669,55343,121660,0,0,0,731,0,731,167.34062927497,3838,3838,0,3838,0,31.872329338197,3.3246482542991,0,61,194,194,0
"Wed Aug 5 20:45:54 2009 -0400",62,434,176610,0.077059337255096,55236,121374,0,0,0,730,0,730,167.19452054795,3821,3821,0,3821,0,31.942423449359,3.3370845328448,0,61,193,193,0
"Sun Aug 2 20:13:22 2009 -0700",62,434,176610,0.077059337255096,55236,121374,0,0,0,730,0,730,167.19452054795,3821,3821,0,3821,0,31.942423449359,3.3370845328448,0,61,193,193,0
"Sun Jul 26 11:59:51 2009 +0200",62,427,173055,0.077461063767264,53950,119105,0,0,0,722,0,722,165.95844875346,3707,3707,0,3707,0,32.323172376585,3.3746965200971,0,61,194,194,0
"Sun Aug 2 22:44:28 2009 +0200",62,427,173055,0.077461063767264,53950,119105,0,0,0,722,0,722,165.95844875346,3707,3707,0,3707,0,32.323172376585,3.3746965200971,0,61,194,194,0
"Wed Jul 29 09:32:30 2009 +0200",62,427,171339,0.07852011616256,53573,117766,0,0,0,720,0,720,164.30972222222,3672,3672,0,3672,0,32.217592592593,3.4046840958606,0,61,190,190,0
"Tue Jul 28 08:20:50 2009 +0200",62,427,171289,0.078205694482196,53561,117728,0,0,0,720,0,720,164.22083333333,3670,3670,0,3670,0,32.217711171662,3.3950953678474,0,61,190,190,0
"Mon Jul 20 00:20:58 2009 -0400",62,421,163542,0.083353723187342,53193,110349,0,0,0,710,0,710,157.68309859155,3649,3649,0,3649,0,30.681008495478,3.4061386681283,0,61,190,190,0
"Wed Jul 15 10:14:16 2009 -0400",62,420,163501,0.083247212401414,53191,110310,0,0,0,707,0,707,158.54314002829,3636,3636,0,3636,0,30.827832783278,3.4114411441144,0,61,189,189,0
"Wed Jul 1 23:48:51 2009 -0400",62,417,154833,0.089122374509631,52614,102219,0,0,0,694,0,694,149.62680115274,3560,3560,0,3560,0,29.168820224719,3.4435393258427,0,62,185,185,0
"Tue Jun 30 20:49:58 2009 -0400",62,417,154833,0.089122374509631,52614,102219,0,0,0,694,0,694,149.62680115274,3560,3560,0,3560,0,29.168820224719,3.4435393258427,0,62,185,185,0
"Wed Jun 10 22:52:38 2009 -0400",62,415,154355,0.089300435755506,52463,101892,0,0,0,692,0,692,149.60404624277,3544,3544,0,3544,0,29.211625282167,3.4517494356659,0,62,184,184,0
"Sat Jun 6 21:03:26 2009 -0400",62,414,154133,0.089567520206346,52556,101577,0,0,0,694,0,694,149.1757925072,3548,3548,0,3548,0,29.179255918828,3.4489853438557,0,62,183,183,0
"Thu Jun 4 23:35:36 2009 -0400",62,414,154127,0.089794113311385,52372,101755,0,0,0,691,0,691,149.64688856729,3532,3532,0,3532,0,29.276896942242,3.4711211778029,0,62,183,183,0
"Sat May 30 00:14:57 2009 -0400",62,413,153765,0.090111839188057,52280,101485,0,0,0,687,0,687,150.1673944687,3518,3518,0,3518,0,29.324900511654,3.4840818646958,0,62,182,182,0
"Sun May 24 01:30:04 2009 -0400",62,413,153434,0.0899387835703,52154,101280,0,0,0,688,0,688,149.62209302326,3498,3498,0,3498,0,29.428244711264,3.4879931389365,0,62,182,182,0
"Wed May 20 00:31:59 2009 -0400",62,412,153061,0.090051568330512,52030,101031,0,0,0,680,0,680,151.03823529412,3481,3481,0,3481,0,29.504740017236,3.4978454467107,0,62,181,181,0
"Sat May 16 23:17:40 2009 -0400",62,412,153032,0.090204655213364,51984,101048,0,0,0,679,0,679,151.28424153166,3475,3475,0,3475,0,29.560287769784,3.5073381294964,0,62,180,180,0
"Thu May 14 22:23:36 2009 -0400",62,411,152755,0.090519847366074,51860,100895,0,0,0,678,0,678,151.47197640118,3460,3460,0,3460,0,29.681502890173,3.5239884393064,0,62,179,179,0
"Tue May 12 21:26:37 2009 -0400",62,410,152636,0.090806330067822,51784,100852,0,0,0,677,0,677,151.50073855244,3451,3451,0,3451,0,29.720660678064,3.5381048971313,0,62,178,178,0
"Sat May 9 23:32:22 2009 -0400",62,409,152374,0.090863947402397,51685,100689,0,0,0,676,0,676,151.45710059172,3440,3440,0,3440,0,29.763081395349,3.5436046511628,0,62,178,178,0
"Tue May 5 00:10:24 2009 -0400",62,409,151973,0.091184350753479,51572,100401,0,0,0,676,0,676,151.34763313609,3421,3421,0,3421,0,29.906752411576,3.5594855305466,0,62,178,178,0
"Wed Apr 29 21:18:08 2009 -0400",62,409,151973,0.091184350753479,51572,100401,0,0,0,676,0,676,151.34763313609,3421,3421,0,3421,0,29.906752411576,3.5594855305466,0,62,178,178,0
"Mon Apr 27 23:15:28 2009 -0400",62,406,151257,0.091199151821883,51278,99979,0,0,0,673,0,673,151.09212481426,3393,3393,0,3393,0,29.969053934571,3.571470674919,0,62,176,176,0
"Mon Jan 26 23:17:58 2009 -0500",60,395,147634,0.092921941468915,50079,97555,0,0,0,656,0,656,151.32012195122,3320,3320,0,3320,0,29.899397590361,3.6159638554217,0,62,170,170,0
"Thu Jan 15 01:55:31 2009 +0000",60,397,147907,0.093178258065177,50234,97673,0,0,0,658,0,658,151.03039513678,3324,3324,0,3324,0,29.897111913357,3.6233453670277,0,62,170,170,0
"Wed Jan 14 22:08:11 2009 +0000",60,396,147536,0.093397795159204,50114,97422,0,0,0,655,0,655,151.51603053435,3316,3316,0,3316,0,29.928528347407,3.6290711700844,0,62,170,170,0
"Wed Jan 14 05:21:26 2009 +0000",60,396,147471,0.093418498854989,50092,97379,0,0,0,655,0,655,151.23816793893,3314,3314,0,3314,0,29.891671695836,3.6300543150272,0,62,170,170,0
"Fri Jan 2 22:47:38 2009 +0000",60,396,147438,0.093511509187834,50081,97357,0,0,0,655,0,655,151.19694656489,3312,3312,0,3312,0,29.901570048309,3.6328502415459,0,62,170,170,0
"Thu Dec 25 22:11:06 2008 +0000",60,396,147032,0.093807682392369,50057,96975,0,0,0,649,0,649,152.02311248074,3315,3315,0,3315,0,29.762594268477,3.6292609351433,0,62,170,170,0
"Sun Dec 21 22:14:48 2008 +0000",60,393,146750,0.093894871609553,49897,96853,0,0,0,646,0,646,152.5479876161,3312,3312,0,3312,0,29.75422705314,3.6307367149758,0,62,170,170,0
"Thu Dec 18 00:22:57 2008 +0000",60,393,146736,0.093922309646242,49890,96846,0,0,0,646,0,646,152.53715170279,3311,3311,0,3311,0,29.761099365751,3.6321353065539,0,62,170,170,0
"Wed Dec 17 04:14:34 2008 +0000",60,393,146652,0.094015150732216,49891,96761,0,0,0,646,0,646,152.41950464396,3311,3311,0,3311,0,29.738145575355,3.6324373301117,0,62,170,170,0
"Fri Dec 12 17:19:27 2008 +0000",60,393,146652,0.094015150732216,49891,96761,0,0,0,646,0,646,152.41950464396,3311,3311,0,3311,0,29.738145575355,3.6324373301117,0,62,170,170,0
"Mon Dec 8 03:13:45 2008 +0000",60,391,145492,0.094255490230887,49731,95761,0,0,0,639,0,639,152.97026604069,3297,3297,0,3297,0,29.647558386412,3.6211707612981,0,62,173,173,0
"Wed Nov 26 22:33:21 2008 +0000",60,391,145374,0.094348498787321,49718,95656,0,0,0,638,0,638,152.91379310345,3296,3296,0,3296,0,29.599211165049,3.6216626213592,0,62,173,173,0
"Mon Nov 24 05:23:31 2008 +0000",60,391,144420,0.095327576378186,49694,94726,0,0,0,638,0,638,151.74764890282,3290,3290,0,3290,0,29.427051671733,3.6279635258359,0,62,173,173,0
"Fri Nov 14 20:24:27 2008 +0000",60,390,144112,0.095636536732427,49577,94535,0,0,0,633,0,633,152.50236966825,3288,3288,0,3288,0,29.359489051095,3.6329075425791,0,62,173,173,0
"Tue Nov 11 19:52:41 2008 +0000",57,386,143532,0.09575100282276,49298,94234,0,0,0,625,0,625,153.7696,3270,3270,0,3270,0,29.390214067278,3.6418960244648,0,62,173,173,0
"Sun Nov 9 20:55:51 2008 +0000",57,386,143492,0.095829928146128,49273,94219,0,0,0,625,0,625,153.8512,3267,3267,0,3267,0,29.432812978268,3.6461585552495,0,62,173,173,0
"Sat Nov 8 00:55:36 2008 +0000",57,385,143296,0.09580781112326,49097,94199,0,0,0,620,0,620,154.8564516129,3265,3265,0,3265,0,29.406125574273,3.6465543644717,0,62,173,173,0
"Thu Nov 6 23:35:08 2008 +0000",56,384,143165,0.095997196231906,49006,94159,0,0,0,619,0,619,155.04200323102,3256,3256,0,3256,0,29.475122850123,3.6584766584767,0,62,173,173,0
"Wed Nov 5 02:30:51 2008 +0000",56,384,143165,0.095997196231906,49006,94159,0,0,0,619,0,619,155.04200323102,3256,3256,0,3256,0,29.475122850123,3.6584766584767,0,62,173,173,0
"Fri Oct 31 20:17:26 2008 +0000",56,384,143165,0.095997196231906,49006,94159,0,0,0,619,0,619,155.04200323102,3256,3256,0,3256,0,29.475122850123,3.6584766584767,0,62,173,173,0
"Thu Oct 30 17:30:26 2008 +0000",56,384,143165,0.095997196231906,49006,94159,0,0,0,619,0,619,155.04200323102,3256,3256,0,3256,0,29.475122850123,3.6584766584767,0,62,173,173,0
"Wed Oct 29 07:19:26 2008 +0000",56,381,142818,0.096528646417995,49281,93537,0,0,0,612,0,612,155.81535947712,3244,3244,0,3244,0,29.395499383477,3.6658446362515,0,62,172,172,0
"Sun Oct 26 23:47:00 2008 +0000",56,381,142680,0.096636406457414,49268,93412,0,0,0,612,0,612,155.60947712418,3243,3243,0,3243,0,29.36571076164,3.6660499537465,0,62,172,172,0
"Thu Oct 23 13:29:32 2008 +0000",56,378,142387,0.096696039964838,49105,93282,0,0,0,609,0,609,156.15435139573,3242,3242,0,3242,0,29.333127698951,3.664713140037,0,62,172,172,0
"Mon Oct 20 03:01:01 2008 +0000",56,378,142187,0.096667203348897,49022,93165,0,0,0,606,0,606,156.73432343234,3236,3236,0,3236,0,29.351359703337,3.6653275648949,0,62,172,172,0
"Thu Oct 16 05:16:00 2008 +0000",56,377,142021,0.09675894085282,48965,93056,0,0,0,605,0,605,156.79669421488,3232,3232,0,3232,0,29.350866336634,3.6680074257426,0,62,172,172,0
"Wed Oct 15 12:42:03 2008 +0000",56,377,142021,0.09675894085282,48965,93056,0,0,0,605,0,605,156.79669421488,3232,3232,0,3232,0,29.350866336634,3.6680074257426,0,62,172,172,0
"Sun Oct 12 02:36:39 2008 +0000",56,377,141353,0.097166998011928,48801,92552,0,0,0,604,0,604,156.27649006623,3212,3212,0,3212,0,29.38698630137,3.681195516812,0,62,172,172,0
"Fri Oct 10 00:39:01 2008 +0000",55,375,141271,0.097178107646766,48709,92562,0,0,0,601,0,601,157.02495840266,3207,3207,0,3207,0,29.426878702838,3.6866230121609,0,62,171,171,0
"Wed Oct 8 17:53:48 2008 +0000",55,375,140714,0.097473277135657,48658,92056,0,0,0,599,0,599,156.90984974958,3213,3213,0,3213,0,29.252723311547,3.6747587924059,0,62,171,171,0
"Sun Oct 5 22:26:40 2008 +0000",55,375,140494,0.097544516522269,48618,91876,0,0,0,599,0,599,156.39565943239,3208,3208,0,3208,0,29.202306733167,3.6754987531172,0,62,170,170,0
"Thu Oct 2 16:25:35 2008 +0000",55,375,140494,0.097544516522269,48618,91876,0,0,0,599,0,599,156.39565943239,3208,3208,0,3208,0,29.202306733167,3.6754987531172,0,62,170,170,0
"Tue Sep 30 18:59:17 2008 +0000",55,375,139915,0.09795489610347,48526,91389,0,0,0,599,0,599,155.57095158598,3196,3196,0,3196,0,29.157384230288,3.6827284105131,0,61,170,170,0
"Sat Sep 27 14:56:32 2008 +0000",55,374,139763,0.098068220417913,48500,91263,0,0,0,598,0,598,155.70735785953,3194,3194,0,3194,0,29.152473387602,3.6844082654978,0,61,170,170,0
"Thu Sep 25 16:49:56 2008 +0000",55,374,139331,0.098276885206268,48333,90998,0,0,0,594,0,594,156.3569023569,3188,3188,0,3188,0,29.132998745295,3.6875784190715,0,61,170,170,0
"Wed Sep 24 02:00:57 2008 +0000",55,372,138958,0.098892648415872,47930,91028,0,0,0,590,0,590,157.38305084746,3184,3184,0,3184,0,29.163316582915,3.7094849246231,0,61,170,170,0
"Mon Sep 22 04:10:49 2008 +0000",55,370,138579,0.098817232721026,47775,90804,0,0,0,586,0,586,158.26279863481,3180,3180,0,3180,0,29.164150943396,3.7037735849057,0,61,170,170,0
"Fri Sep 19 02:57:58 2008 +0000",54,369,138344,0.098913223368456,47709,90635,0,0,0,585,0,585,158.04786324786,3177,3177,0,3177,0,29.102297765187,3.7038086244885,0,61,170,170,0
"Thu Sep 18 01:54:31 2008 +0000",52,367,138111,0.099098203036934,47625,90486,0,0,0,583,0,583,158.35334476844,3173,3173,0,3173,0,29.095493224078,3.7078474629688,0,61,170,170,0
"Tue Sep 16 01:39:20 2008 +0000",52,367,137969,0.099207754271045,47593,90376,0,0,0,583,0,583,158.14408233276,3170,3170,0,3170,0,29.084542586751,3.710094637224,0,61,170,170,0
"Sun Sep 14 05:00:05 2008 +0000",52,367,137957,0.099225406661503,47587,90370,0,0,0,583,0,583,158.13550600343,3170,3170,0,3170,0,29.082965299685,3.7104100946372,0,61,170,170,0
"Wed Sep 10 16:48:43 2008 +0000",52,367,137952,0.09917556576108,47587,90365,0,0,0,583,0,583,158.12864493997,3170,3170,0,3170,0,29.081703470032,3.7091482649842,0,61,170,170,0
"Tue Sep 9 05:41:56 2008 +0000",52,366,137724,0.099250770287944,47498,90226,0,0,0,581,0,581,158.4165232358,3165,3165,0,3165,0,29.080568720379,3.7112164296998,0,61,170,170,0
"Mon Sep 8 16:58:39 2008 +0000",52,366,137731,0.099264053910268,47507,90224,0,0,0,581,0,581,158.52151462995,3164,3164,0,3164,0,29.109039190898,3.712389380531,0,61,170,170,0
"Fri Sep 5 21:44:30 2008 +0000",52,366,137636,0.09936007630286,47469,90167,0,0,0,580,0,580,158.63103448276,3161,3161,0,3161,0,29.106611831699,3.7155963302752,0,61,170,170,0
"Thu Sep 4 02:04:44 2008 +0000",52,366,137336,0.099585108394603,47433,89903,0,0,0,578,0,578,158.74221453287,3156,3156,0,3156,0,29.072560202788,3.7179974651458,0,61,170,170,0
"Mon Sep 1 14:21:57 2008 +0000",52,366,137168,0.099720275044299,47437,89731,0,0,0,578,0,578,158.36505190311,3155,3155,0,3155,0,29.012678288431,3.7172741679873,0,61,170,170,0
"Thu Aug 28 02:37:37 2008 +0000",52,364,136531,0.0999988800663,47240,89291,0,0,0,573,0,573,158.97382198953,3142,3142,0,3142,0,28.991725015913,3.7224697644812,0,61,170,170,0
"Wed Aug 27 04:55:15 2008 +0000",52,364,136389,0.099880094579603,47152,89237,0,0,0,573,0,573,158.84642233857,3141,3141,0,3141,0,28.977714103789,3.7182425978988,0,61,170,170,0
"Tue Aug 26 16:41:41 2008 +0000",52,362,135956,0.1000629397352,46982,88974,0,0,0,570,0,570,159.23157894737,3131,3131,0,3131,0,28.988182689237,3.7240498243373,0,61,170,170,0
"Mon Aug 25 18:29:22 2008 +0000",52,362,135886,0.10021592928316,46968,88918,0,0,0,570,0,570,159.12807017544,3127,3127,0,3127,0,29.00639590662,3.730092740646,0,61,170,170,0
"Fri Aug 22 19:17:48 2008 +0000",52,360,135330,0.10079314864193,46822,88508,0,0,0,567,0,567,159.25220458554,3111,3111,0,3111,0,29.02475088396,3.7473481195757,0,61,170,170,0
"Tue Aug 19 01:34:44 2008 +0000",52,360,135254,0.10077098736123,46796,88458,0,0,0,567,0,567,159.15873015873,3110,3110,0,3110,0,29.017041800643,3.7459807073955,0,61,170,170,0
"Fri Aug 15 01:12:31 2008 +0000",52,360,135260,0.10078001356545,46800,88460,0,0,0,567,0,567,159.16225749559,3110,3110,0,3110,0,29.01768488746,3.7466237942122,0,61,170,170,0
"Tue Aug 12 23:47:00 2008 +0000",52,360,135214,0.10084375777592,46800,88414,0,0,0,567,0,567,159.08289241623,3110,3110,0,3110,0,29.003215434084,3.7469453376206,0,61,170,170,0
"Sat Aug 9 18:32:59 2008 +0000",52,360,135051,0.10097874847071,46775,88276,0,0,0,567,0,567,158.82892416226,3106,3106,0,3106,0,28.994204764971,3.7498390212492,0,61,170,170,0
"Wed Aug 6 14:13:01 2008 +0000",52,360,134942,0.10102980538039,46770,88172,0,0,0,568,0,568,158.34154929577,3105,3105,0,3105,0,28.965539452496,3.7484702093398,0,61,171,171,0
"Sun Aug 3 17:41:05 2008 +0000",52,360,134766,0.10120353217943,46775,87991,0,0,0,568,0,568,158.01936619718,3106,3106,0,3106,0,28.897295556986,3.7466194462331,0,61,171,171,0
"Sat Aug 2 14:26:50 2008 +0000",52,360,134716,0.10124107832886,46728,87988,0,0,0,567,0,567,158.28924162257,3105,3105,0,3105,0,28.90499194847,3.7478260869565,0,61,171,171,0
"Fri Aug 1 06:28:59 2008 +0000",51,358,134500,0.10127936623566,46644,87856,0,0,0,565,0,565,158.62300884956,3101,3101,0,3101,0,28.900999677523,3.7487907126733,0,61,171,171,0
"Thu Jul 31 23:50:32 2008 +0000",51,358,134695,0.10148616097805,46683,88012,0,0,0,565,0,565,158.57345132743,3098,3098,0,3098,0,28.919948353777,3.7533892834087,0,77,171,171,0
"Wed Jul 30 21:14:22 2008 +0000",51,354,133777,0.10254945858272,46229,87548,0,0,0,554,0,554,160.83935018051,3084,3084,0,3084,0,28.892671854734,3.780804150454,0,77,171,171,0
"Wed Jul 30 13:39:17 2008 +0000",51,353,133496,0.1021958782941,46105,87391,0,0,0,552,0,552,161.15036231884,3075,3075,0,3075,0,28.928455284553,3.7749593495935,0,77,170,170,0
"Sun Jul 27 04:19:54 2008 +0000",51,353,133136,0.10193512906589,45855,87281,0,0,0,552,0,552,160.8768115942,3072,3072,0,3072,0,28.907552083333,3.7666015625,0,77,170,170,0
"Thu Jul 24 04:04:21 2008 +0000",51,353,132907,0.10201644389325,45823,87084,0,0,0,552,0,552,160.5018115942,3067,3067,0,3067,0,28.887186175416,3.7668731659602,0,77,170,170,0
"Mon Jul 21 02:40:58 2008 +0000",51,351,132727,0.1020351845464,45757,86970,0,0,0,550,0,550,160.88545454545,3064,3064,0,3064,0,28.879569190601,3.766318537859,0,77,170,170,0
"Tue Jul 15 02:13:14 2008 +0000",51,351,132493,0.10221131353637,45712,86781,0,0,0,549,0,549,160.81420765027,3061,3061,0,3061,0,28.842535119242,3.7677229663509,0,77,170,170,0
"Wed Jul 9 03:15:01 2008 +0000",51,351,132084,0.10263532516232,45681,86403,0,0,0,549,0,549,160.11657559199,3055,3055,0,3055,0,28.773813420622,3.772504091653,0,77,170,170,0
"Sat Jul 5 12:37:18 2008 +0000",51,351,131903,0.10277729460196,45668,86235,0,0,0,548,0,548,160.1003649635,3053,3053,0,3053,0,28.737307566328,3.7726826072715,0,77,170,170,0
"Thu Jul 3 17:34:09 2008 +0000",51,351,131774,0.10288448139719,45658,86116,0,0,0,547,0,547,160.17550274223,3051,3051,0,3051,0,28.717141920682,3.7735168797116,0,77,170,170,0
"Sun Jun 29 20:24:06 2008 +0000",51,351,131684,0.10298817977894,45645,86039,0,0,0,547,0,547,160.0310786106,3050,3050,0,3050,0,28.700655737705,3.7747540983607,0,77,170,170,0
"Fri Jun 27 06:46:42 2008 +0000",51,351,131702,0.10294271408158,45625,86077,0,0,0,547,0,547,159.98171846435,3049,3049,0,3049,0,28.701213512627,3.775664152181,0,77,170,170,0
"Thu Jun 26 21:13:10 2008 +0000",51,351,131806,0.1029833586882,45695,86111,0,0,0,547,0,547,160.05484460695,3063,3063,0,3063,0,28.583088475351,3.7652628142344,0,77,170,170,0
"Thu Jun 26 06:05:15 2008 +0000",51,351,131532,0.10308365940004,45660,85872,0,0,0,547,0,547,159.61608775137,3064,3064,0,3064,0,28.495430809399,3.759138381201,0,77,170,170,0
"Tue Jun 24 01:09:54 2008 +0000",51,351,131344,0.10314424332898,45600,85744,0,0,0,546,0,546,159.66483516484,3059,3059,0,3059,0,28.498528931023,3.7610330173259,0,77,170,170,0
"Mon Jun 23 00:07:33 2008 +0000",51,351,131257,0.10317339900328,45576,85681,0,0,0,546,0,546,159.54029304029,3055,3055,0,3055,0,28.513584288052,3.7636661211129,0,77,169,169,0
"Sat Jun 21 23:55:03 2008 +0000",51,346,130640,0.10336591933501,45225,85415,0,0,0,536,0,536,162.00932835821,3052,3052,0,3052,0,28.45249017038,3.7627785058978,0,77,169,169,0
"Fri Jun 20 11:57:56 2008 +0000",51,346,130314,0.1036179382097,45155,85159,0,0,0,536,0,536,161.49813432836,3049,3049,0,3049,0,28.390619875369,3.7638570022958,0,77,169,169,0
"Wed Jun 18 17:28:17 2008 +0000",51,346,130244,0.10358963516339,45110,85134,0,0,0,536,0,536,161.48507462687,3048,3048,0,3048,0,28.397637795276,3.7644356955381,0,77,169,169,0
"Mon Jun 16 03:11:32 2008 +0000",51,346,130178,0.10363266697223,45089,85089,0,0,0,536,0,536,161.39925373134,3044,3044,0,3044,0,28.419842312746,3.7680683311432,0,77,169,169,0
"Sat Jun 14 21:40:01 2008 +0000",51,343,129742,0.10383872183995,44870,84872,0,0,0,530,0,530,162.8,3042,3042,0,3042,0,28.364234056542,3.7682445759369,0,77,169,169,0
"Fri Jun 13 14:04:28 2008 +0000",51,343,129955,0.10397909825937,44986,84969,0,0,0,530,0,530,163.02830188679,3064,3064,0,3064,0,28.200065274151,3.7555483028721,0,77,169,169,0
"Wed Jun 11 02:47:50 2008 +0000",51,343,129917,0.10387867084285,44991,84926,0,0,0,529,0,529,163.28355387524,3064,3064,0,3064,0,28.19092689295,3.7529373368146,0,77,169,169,0
"Mon Jun 9 23:32:54 2008 +0000",51,343,129503,0.10435882881604,44939,84564,0,0,0,525,0,525,163.8780952381,3050,3050,0,3050,0,28.208524590164,3.7685245901639,0,77,169,169,0
"Sat Jun 7 15:19:57 2008 +0000",51,343,129390,0.1044512844797,44920,84470,0,0,0,525,0,525,163.6819047619,3047,3047,0,3047,0,28.202494256646,3.7709222185756,0,77,169,169,0
"Wed Jun 4 21:01:51 2008 +0000",51,343,126488,0.1040629497676,41722,84766,0,0,0,523,0,523,163.92543021033,3042,3042,0,3042,0,28.183103221565,3.7748191978961,0,77,169,169,0
"Tue Jun 3 22:33:21 2008 +0000",51,343,126345,0.10427346389171,41683,84662,0,0,0,520,0,520,164.68461538462,3037,3037,0,3037,0,28.197563384919,3.7823510042805,0,77,168,168,0
"Tue Jun 3 02:41:29 2008 +0000",51,343,126307,0.10431901550112,41797,84510,0,0,0,520,0,520,164.41730769231,3038,3038,0,3038,0,28.142527978934,3.7774851876234,0,77,168,168,0
"Mon Jun 2 04:57:06 2008 +0000",51,343,117170,0.10317488201056,31781,85389,0,0,0,520,0,520,163.36153846154,3036,3036,0,3036,0,27.98023715415,3.7783267457181,0,77,168,168,0
"Sat May 31 21:33:37 2008 +0000",51,340,116900,0.10334146799324,31668,85232,0,0,0,515,0,515,164.6640776699,3032,3032,0,3032,0,27.968997361478,3.7813324538259,0,77,168,168,0
"Sat May 31 02:59:55 2008 +0000",51,340,116696,0.10343895444502,31612,85084,0,0,0,512,0,512,165.328125,3021,3021,0,3021,0,28.019860973188,3.7891426679907,0,77,168,168,0
"Thu May 29 12:27:23 2008 +0000",51,340,116584,0.10345517452397,31610,84974,0,0,0,512,0,512,165.109375,3019,3019,0,3019,0,28.001324942034,3.7876780390858,0,77,168,168,0
"Tue May 27 00:07:00 2008 +0000",51,340,116427,0.10363775720771,31622,84805,0,0,0,512,0,512,164.78515625,3017,3017,0,3017,0,27.964865760689,3.7888631090487,0,77,168,168,0
"Sat May 24 02:08:56 2008 +0000",51,340,116162,0.10376956912453,31590,84572,0,0,0,512,0,512,164.328125,3013,3013,0,3013,0,27.92432791238,3.7882509127116,0,77,168,168,0
"Fri May 23 07:09:16 2008 +0000",51,340,116086,0.10379803766082,31595,84491,0,0,0,512,0,512,164.166015625,3012,3012,0,3012,0,27.90604249668,3.7871845949535,0,77,168,168,0
"Thu May 22 23:04:36 2008 +0000",51,339,115865,0.1038024527362,31551,84314,0,0,0,507,0,507,165.45562130178,3003,3003,0,3003,0,27.934065934066,3.7895437895438,0,77,168,168,0
"Thu May 22 14:18:21 2008 +0000",51,339,115716,0.10380585845628,31530,84186,0,0,0,507,0,507,165.20118343195,3001,3001,0,3001,0,27.909696767744,3.786737754082,0,77,168,168,0
"Wed May 21 23:45:58 2008 +0000",51,339,115592,0.10384697737492,31526,84066,0,0,0,506,0,506,165.29446640316,2997,2997,0,2997,0,27.907574240908,3.7874541207875,0,77,168,168,0
"Tue May 20 14:14:16 2008 +0000",51,339,115435,0.10383125782041,31520,83915,0,0,0,506,0,506,164.99407114625,2997,2997,0,2997,0,27.856856856857,3.7817817817818,0,77,168,168,0
"Tue May 20 00:50:06 2008 +0000",51,339,115385,0.10378246927414,31498,83887,0,0,0,506,0,506,164.94664031621,2994,2994,0,2994,0,27.876753507014,3.7832331329325,0,77,168,168,0
"Mon May 19 12:17:37 2008 +0000",51,338,115052,0.10375260099017,31430,83622,0,0,0,505,0,505,164.74653465347,2982,2982,0,2982,0,27.899731723675,3.7843729040912,0,77,168,168,0
