Date,Directories,Files,"Lines of Code (LOC)","Cyclomatic Complexity / Lines of Code","Comment Lines of Code (CLOC)","Non-Comment Lines of Code (NCLOC)",Namespaces,Interfaces,Traits,Classes,"Abstract Classes","Concrete Classes","Average Class Length (NCLOC)",Methods,"Non-Static Methods","Static Methods","Public Methods","Non-Public Methods","Average Method Length (NCLOC)","Cyclomatic Complexity / Number of Methods","Anonymous Functions",Functions,Constants,"Global Constants","Class Constants"
"Sun Jul 3 12:53:57 2011 -0400",117,574,198126,0.064707204431265,60197,137929,0,4,0,907,9,898,153.14332965821,4871,4516,355,4364,507,28.515910490659,2.7889550400328,0,35,120,96,24
"Tue Jun 28 17:28:36 2011 +0530",117,574,197876,0.064746168061746,59891,137985,0,4,0,906,9,897,152.69867549669,4828,4474,354,4324,504,28.654722452361,2.8071665285833,0,35,120,96,24
"Thu Jun 23 13:53:19 2011 -0700",117,574,197788,0.064705285436781,59824,137964,0,4,0,906,9,897,151.75607064018,4820,4466,354,4314,506,28.52510373444,2.8066390041494,0,35,120,96,24
"Wed Jun 22 13:08:17 2011 -0700",117,573,197618,0.064764959435728,59812,137806,0,4,0,903,9,894,152.16943521595,4815,4461,354,4309,506,28.53769470405,2.8103842159917,0,35,120,96,24
"Wed Jun 22 15:39:33 2011 +0200",117,573,197618,0.064764959435728,59812,137806,0,4,0,903,9,894,152.16943521595,4815,4461,354,4309,506,28.53769470405,2.8103842159917,0,35,120,96,24
"Tue Jun 21 15:30:17 2011 -0430",117,571,197277,0.065008282235332,59633,137644,0,4,0,901,9,892,155.35627081021,4802,4448,354,4294,508,29.149521032903,2.820074968763,0,35,119,96,23
"Mon Jun 20 19:49:06 2011 -0430",117,571,197277,0.065008282235332,59633,137644,0,4,0,901,9,892,155.35627081021,4802,4448,354,4294,508,29.149521032903,2.820074968763,0,35,119,96,23
"Sun Jun 19 18:43:11 2011 -0400",117,571,197277,0.065008282235332,59633,137644,0,4,0,901,9,892,155.35627081021,4802,4448,354,4294,508,29.149521032903,2.820074968763,0,35,119,96,23
"Sun Jun 12 22:42:22 2011 +0200",117,569,196938,0.064905193434509,59553,137385,0,4,0,899,9,890,152.34149054505,4790,4435,355,4283,507,28.591858037578,2.8181628392484,0,35,118,96,22
"Thu Jun 2 21:53:56 2011 -0400",117,569,196938,0.064905193434509,59553,137385,0,4,0,899,9,890,152.34149054505,4790,4435,355,4283,507,28.591858037578,2.8181628392484,0,35,118,96,22
"Mon May 30 21:48:26 2011 -0400",117,569,196822,0.065521211326309,59584,137238,0,4,0,899,9,890,152.18909899889,4788,4433,355,4281,507,28.575187969925,2.8182957393484,0,35,118,96,22
"Sun May 29 00:02:53 2011 +0200",117,569,196822,0.065521211326309,59584,137238,0,4,0,899,9,890,152.18909899889,4788,4433,355,4281,507,28.575187969925,2.8182957393484,0,35,118,96,22
"Thu May 26 16:54:31 2011 +0200",117,569,196862,0.06519760269733,59541,137321,0,4,0,901,9,892,151.94117647059,4788,4434,354,4324,464,28.592105263158,2.8264411027569,0,35,118,96,22
"Tue May 24 09:05:23 2011 +0200",117,569,196881,0.065215650008374,59552,137329,0,4,0,899,9,890,152.23915461624,4789,4435,354,4325,464,28.578617665483,2.8227187304239,0,35,118,96,22
"Sun May 22 23:29:17 2011 +0200",117,569,196881,0.065215650008374,59552,137329,0,4,0,899,9,890,152.23915461624,4789,4435,354,4325,464,28.578617665483,2.8227187304239,0,35,118,96,22
"Thu May 19 14:05:18 2011 -0700",117,569,196923,0.064990021704613,59625,137298,0,4,0,898,9,889,153.96325167038,4796,4441,355,4338,458,28.827981651376,2.8171392827356,0,35,118,96,22
"Tue May 17 21:48:16 2011 +0200",117,569,196923,0.064990021704613,59625,137298,0,4,0,898,9,889,153.96325167038,4796,4441,355,4338,458,28.827981651376,2.8171392827356,0,35,118,96,22
"Sun May 15 16:15:06 2011 +0200",117,569,196883,0.06519803208806,59885,136998,0,4,0,899,9,890,153.70522803115,4835,4480,355,4377,458,28.579317476732,2.8043433298862,0,35,118,96,22
"Tue May 17 00:08:51 2011 +0200",117,569,196862,0.070339310304629,59613,137249,0,4,0,898,9,889,152.46213808463,4795,4440,355,4337,458,28.552867570386,2.969968717414,0,35,118,96,22
"Mon May 16 12:11:27 2011 -0700",117,569,196859,0.065026848620411,59608,137251,0,4,0,898,9,889,152.44097995546,4795,4440,355,4337,458,28.548905109489,2.8179353493222,0,35,118,96,22
"Sun May 15 19:10:53 2011 +0200",117,569,196835,0.065039169247586,59610,137225,0,4,0,899,9,890,152.59844271413,4795,4440,355,4337,458,28.610218978102,2.8179353493222,0,35,118,96,22
"Sun Apr 17 12:28:10 2011 +0200",117,569,196750,0.065064743580386,59748,137002,0,4,0,898,9,889,152.50668151448,4794,4439,355,4336,458,28.567167292449,2.8149770546516,0,35,122,100,22
"Sun Apr 17 12:06:33 2011 +0200",117,569,196800,0.065058730031425,59647,137153,0,4,0,898,9,889,152.22271714922,4794,4439,355,4336,458,28.513975803087,2.8149770546516,0,35,132,110,22
"Thu May 12 22:41:35 2011 -0400",115,558,196129,0.065051943589481,59346,136783,0,4,0,894,9,885,152.47986577181,4763,4415,348,4306,457,28.619987402897,2.8234306109595,0,35,136,114,22
"Sat May 7 19:00:17 2011 +0200",115,558,195999,0.064933163496874,59397,136602,0,4,0,894,9,885,152.36912751678,4763,4415,348,4306,457,28.599202183498,2.8181818181818,0,35,136,114,22
"Wed Apr 27 00:26:42 2011 -0400",115,557,195017,0.065451851851852,60017,135000,0,4,0,892,9,883,152.63004484305,4735,4387,348,4284,451,28.753115100317,2.8217529039071,0,35,133,114,19
"Mon Apr 25 19:22:14 2011 +0200",115,557,195070,0.065434649919475,59087,135983,0,4,0,891,9,882,152.17283950617,4734,4386,348,4295,439,28.6408956485,2.8352344740177,0,35,133,114,19
"Fri Apr 22 17:08:44 2011 -0430",112,550,193031,0.067001277063348,58347,134684,0,4,0,880,8,872,153.24318181818,4663,4320,343,4250,413,28.920008578169,2.890199442419,0,35,128,114,14
"Thu Apr 21 19:01:15 2011 -0430",112,550,193031,0.067001277063348,58347,134684,0,4,0,880,8,872,153.24318181818,4663,4320,343,4250,413,28.920008578169,2.890199442419,0,35,128,114,14
"Tue Apr 19 12:14:02 2011 -0430",112,549,193013,0.065108960275518,58285,134728,0,4,0,879,8,871,152.70762229807,4662,4320,342,4249,413,28.792363792364,2.8307593307593,1,35,128,114,14
"Sun Apr 17 18:03:43 2011 +0200",112,551,193108,0.06495250816266,58348,134760,0,4,0,879,8,871,153.32536973834,4659,4317,342,4248,411,28.927452242971,2.8304357158188,0,39,128,114,14
"Sat Mar 26 22:34:03 2011 +0100",98,545,193133,0.065909276422704,58372,134761,0,4,0,879,7,872,152.93515358362,4671,4328,343,4257,414,28.779704560051,2.8482123742239,0,39,134,120,14
"Sat Mar 19 10:14:10 2011 -0400",98,545,193119,0.065793477050944,58364,134755,0,4,0,879,7,872,152.94311717861,4669,4326,343,4255,414,28.793531805526,2.8455772113943,0,39,134,120,14
"Sat Mar 12 12:19:06 2011 -0500",98,545,192894,0.065733839626077,58321,134573,0,4,0,879,7,872,153.44596131968,4665,4322,343,4251,414,28.912968917471,2.8420150053591,0,39,134,120,14
"Thu Mar 10 03:54:20 2011 +0530",98,545,192910,0.065725222044669,58365,134545,0,4,0,879,7,872,152.83276450512,4665,4322,343,4250,415,28.797427652733,2.8430868167203,0,39,134,120,14
"Thu Mar 3 06:36:02 2011 -0500",98,545,192896,0.066051679701716,58259,134637,0,4,0,879,7,872,153.69397042093,4662,4316,346,4249,413,28.978335478335,2.8549978549979,0,39,134,120,14
"Wed Mar 2 05:46:27 2011 -0500",98,545,192641,0.065845764666493,58236,134405,0,4,0,879,7,872,152.598407281,4655,4310,345,4242,413,28.815037593985,2.8485499462943,0,39,134,120,14
"Wed Feb 23 01:22:23 2011 -0430",98,545,192507,0.06773653051346,58222,134285,0,4,0,879,7,872,152.54721274175,4653,4308,345,4246,407,28.817751987965,2.9024285407264,0,39,134,120,14
"Mon Feb 21 15:45:46 2011 -0300",98,545,192422,0.065957890658759,58200,134222,0,4,0,879,7,872,152.36973833902,4653,4308,345,4247,406,28.784225231034,2.8489146787019,0,39,134,120,14
"Sun Feb 13 15:13:52 2011 -0500",96,531,191813,0.066622946910305,57625,134188,0,4,0,867,5,862,154.45213379469,4602,4262,340,4201,401,29.098218166015,2.8874402433724,0,39,133,120,13
"Sat Feb 12 22:31:51 2011 -0500",96,531,191910,0.066617993265191,57682,134228,0,4,0,867,5,862,154.50865051903,4607,4264,343,4200,407,29.077273713914,2.8869112220534,0,39,133,120,13
"Sat Feb 12 16:08:48 2011 -0500",96,534,192175,0.066820826495599,58115,134060,0,4,0,875,5,870,153.72685714286,4643,4298,345,4230,413,28.970708593582,2.8746500107689,0,39,137,124,13
"Sat Feb 5 15:24:46 2011 -0500",96,532,191946,0.066565290636135,57792,134154,0,4,0,869,5,864,154.89873417722,4612,4267,345,4203,409,29.186253252385,2.8811795316565,0,39,135,122,13
"Fri Feb 4 21:56:24 2011 -0500",96,532,191853,0.066452368344508,57772,134081,0,4,0,869,5,864,154.03912543153,4607,4262,345,4198,409,29.055784675494,2.8803993922292,0,39,135,122,13
"Tue Jan 18 17:51:09 2011 -0800",96,531,191601,0.066353577135007,57667,133934,0,4,0,867,5,862,155.43252595156,4599,4254,345,4191,408,29.302022178735,2.8788867145032,0,39,135,122,13
"Sun Jan 9 00:09:01 2011 -0500",96,531,191206,0.066336767083907,57630,133576,0,4,0,862,5,857,154.80858468677,4586,4241,345,4178,408,29.098342782381,2.8791975577846,0,39,135,122,13
"Sat Jan 1 22:11:28 2011 -0430",96,531,190866,0.066349182540873,57526,133340,0,4,0,862,5,857,154.48143851508,4575,4231,344,4168,407,29.106666666667,2.8806557377049,0,39,135,122,13
"Sun Dec 26 20:16:48 2010 -0500",96,531,189957,0.066563770516488,57137,132820,0,4,0,862,5,857,153.74129930394,4535,4191,344,4130,405,29.222712238148,2.8912899669239,0,39,135,122,13
"Wed Dec 22 22:33:17 2010 -0500",96,531,191090,0.066473923158584,58271,132819,0,4,0,862,5,857,155.03828306265,4535,4191,344,4130,405,29.469239250276,2.8932745314223,0,39,135,122,13
"Tue Dec 21 20:53:39 2010 -0500",96,531,190901,0.066616974980989,58082,132819,0,4,0,862,5,857,154.05452436195,4536,4192,344,4131,405,29.275793650794,2.8910934744268,0,39,135,122,13
"Wed Dec 15 22:12:48 2010 -0500",96,531,191030,0.067640375035743,58136,132894,0,4,0,864,5,859,153.43402777778,4540,4196,344,4136,404,29.199779735683,2.8898678414097,0,40,139,126,13
"Sun Dec 12 21:02:42 2010 -0500",94,520,189137,0.066532151011522,57306,131831,0,4,0,841,5,836,156.37455410226,4483,4157,326,4090,393,29.335489627482,2.9007361142092,0,40,138,125,13
"Sun Dec 12 15:48:36 2010 -0500",94,520,189211,0.066525021815836,57426,131785,0,4,0,842,5,837,156.19833729216,4485,4168,317,4092,393,29.324191750279,2.898773690078,0,40,138,125,13
"Sun Dec 12 12:44:48 2010 -0500",94,520,189096,0.06665553464084,57344,131752,0,4,0,842,5,837,156.24346793349,4483,4167,316,4090,393,29.345750613429,2.9029667633281,0,40,138,125,13
"Fri Dec 10 02:42:38 2010 -0200",94,520,188819,0.066582561312044,57238,131581,0,4,0,834,5,829,158.23860911271,4475,4160,315,4082,393,29.490726256983,2.9012290502793,0,40,138,125,13
"Sat Nov 27 12:09:43 2010 -0800",90,509,188155,0.067689723621927,57175,130980,0,3,0,830,5,825,160.65060240964,4524,4225,299,4138,386,29.47391688771,2.9042882404951,0,40,155,142,13
"Tue Nov 2 23:49:19 2010 -0400",90,506,187577,0.067781683399576,56996,130581,0,3,0,823,5,818,161.55042527339,4505,4207,298,4120,385,29.512985571587,2.9089900110988,0,40,155,142,13
"Sat Oct 30 01:29:26 2010 -0200",86,489,184079,0.068097849336911,55514,128565,0,3,0,804,5,799,162.5460199005,4343,4052,291,3980,363,30.091411466728,2.9491135160028,0,40,166,160,6
"Sun Oct 24 20:57:12 2010 -0400",86,489,184045,0.068118873502412,55505,128540,0,3,0,804,5,799,162.61194029851,4341,4050,291,3978,363,30.117484450587,2.9502418797512,0,40,166,160,6
"Wed Oct 13 23:09:55 2010 -0400",86,489,183886,0.068105186927168,55467,128419,0,3,0,804,5,799,162.36194029851,4336,4045,291,3974,362,30.105857933579,2.9506457564576,0,40,166,160,6
"Sun Oct 3 19:00:27 2010 -0430",86,490,185422,0.068778686811613,56225,129197,0,3,0,809,5,804,162.43634116193,4414,4130,284,4055,359,29.771409152696,2.9476665156321,0,40,167,161,6
"Mon Sep 27 23:40:57 2010 -0430",86,490,185604,0.068702408101736,56249,129355,0,3,0,809,5,804,162.65265760198,4415,4132,283,4057,358,29.804303510759,2.9474518686297,0,40,167,161,6
"Thu Aug 26 23:19:20 2010 -0400",84,477,182727,0.069246595781439,55385,127342,0,3,0,794,5,789,163.13350125945,4317,4006,311,3994,323,30.004169562196,2.9735927727589,0,40,166,166,0
"Wed Aug 11 22:47:20 2010 -0400",84,477,182199,0.06943295109745,55314,126885,0,3,0,794,5,789,162.68513853904,4304,3994,310,3981,323,30.012081784387,2.9776951672862,0,40,166,166,0
"Sat Jul 31 15:41:28 2010 -0400",84,477,182345,0.069396334550951,55321,127024,0,3,0,794,5,789,162.80352644836,4307,3997,310,3984,323,30.013002089622,2.9774785233341,0,40,166,166,0
"Wed Jul 14 23:11:13 2010 -0400",84,477,182376,0.069394919750317,55335,127041,0,3,0,794,5,789,162.83249370277,4312,4002,310,3989,323,29.98353432282,2.9754174397032,0,40,166,166,0
"Tue Jul 6 22:46:08 2010 -0400",83,474,182197,0.069420381162388,55217,126980,0,3,0,789,5,784,163.78833967047,4302,3992,310,3981,321,30.039284053928,2.9800092980009,0,40,166,166,0
"Sun Jul 4 16:56:21 2010 -0400",83,474,182164,0.069425080932914,55207,126957,0,3,0,789,5,784,163.75792141952,4302,3992,310,3982,320,30.033705253371,2.9797768479777,0,40,166,166,0
"Sun Jul 4 00:29:28 2010 -0400",83,471,182020,0.069617360607684,55112,126908,0,3,0,785,5,780,164.53248407643,4291,3981,310,3970,321,30.099743649499,2.9897459799581,0,40,166,166,0
"Sat Jul 3 11:41:49 2010 -0400",83,471,181927,0.069625939879254,55049,126878,0,3,0,783,5,778,164.90804597701,4284,3974,310,3966,318,30.140756302521,2.9927637721755,0,40,166,166,0
"Fri Jul 2 23:15:48 2010 -0400",83,471,181943,0.069701291435866,55030,126913,0,3,0,781,5,776,165.37003841229,4276,3967,309,3956,320,30.204396632367,2.9992984097287,0,40,166,166,0
"Mon Jul 26 22:42:32 2010 -0400",83,468,181548,0.069721194138211,54829,126719,0,3,0,776,4,772,166.17912371134,4256,3948,308,3942,314,30.299577067669,3.0058740601504,0,40,166,166,0
"Sun Jul 25 19:09:29 2010 -0400",83,468,181548,0.069721194138211,54829,126719,0,3,0,776,4,772,166.17912371134,4256,3948,308,3942,314,30.299577067669,3.0058740601504,0,40,166,166,0
"Sun Jul 25 01:15:28 2010 -0400",79,462,181138,0.069806799579277,54689,126449,0,2,0,769,4,765,167.40702210663,4216,3945,271,3904,312,30.535104364326,3.0230075901328,0,40,166,166,0
"Thu Jul 22 11:05:39 2010 +1000",79,462,180990,0.06987417899818,54620,126370,0,2,0,769,4,765,167.22756827048,4208,3941,267,3899,309,30.56036121673,3.027566539924,0,40,166,166,0
"Wed Jul 7 23:33:38 2010 -0400",79,462,180990,0.06987417899818,54620,126370,0,2,0,769,4,765,167.22756827048,4208,3941,267,3899,309,30.56036121673,3.027566539924,0,40,166,166,0
"Sun Jul 4 14:12:28 2010 +1000",79,462,181007,0.069984103509091,54564,126443,0,2,0,769,4,765,167.35760728218,4201,3941,260,3896,305,30.635086884075,3.0354677457748,0,40,166,166,0
"Tue Jun 15 00:18:06 2010 +1000",79,462,181121,0.070052013343241,54615,126506,0,2,0,769,4,765,167.38491547464,4206,3959,247,3900,306,30.603661436044,3.036138849263,0,40,166,166,0
"Thu Jul 15 22:16:19 2010 -0430",79,462,180702,0.069993580751765,54519,126183,0,2,0,768,4,764,167.23828125,4191,3944,247,3886,305,30.646385110952,3.0362681937485,0,40,166,166,0
"Wed Jul 14 17:54:19 2010 -0430",79,462,180604,0.070032431232308,54491,126113,0,2,0,768,4,764,167.06380208333,4187,3940,247,3883,304,30.643658944352,3.038213518032,0,40,166,166,0
"Sat Jul 10 00:48:45 2010 -0400",79,456,179896,0.069960942782369,54183,125713,0,2,0,762,4,758,168.0656167979,4171,3924,247,3870,301,30.703907935747,3.0378806041717,0,40,164,164,0
"Mon Jul 5 22:35:13 2010 -0400",79,456,180048,0.069987911178978,54312,125736,0,2,0,762,4,758,167.8937007874,4171,3953,218,3881,290,30.672500599377,3.0388396068089,0,40,164,164,0
"Wed Jun 30 22:48:30 2010 -0400",79,456,180283,0.070126093485567,54424,125859,0,2,0,762,4,758,168.26640419948,4175,3989,186,3887,288,30.711137724551,3.0431137724551,0,40,166,166,0
"Mon Jun 28 22:31:35 2010 -0400",79,457,180188,0.070184923120955,54406,125782,0,2,0,763,4,759,167.84665792923,4175,3990,185,3886,289,30.674730538922,3.0431137724551,0,40,168,168,0
"Mon Apr 26 21:42:16 2010 -0430",79,457,180188,0.070184923120955,54406,125782,0,2,0,763,4,759,167.84665792923,4175,3990,185,3886,289,30.674730538922,3.0431137724551,0,40,168,168,0
"Fri Apr 23 13:10:56 2010 +1000",78,450,179599,0.071521425324391,54210,125389,0,0,0,755,1,754,168.62251655629,4060,3923,137,3808,252,31.357142857143,3.1334975369458,0,41,170,170,0
"Mon Apr 19 00:15:56 2010 -0400",78,450,179830,0.071442797167143,54303,125527,0,0,0,755,1,754,168.81324503311,4062,3984,78,3808,254,31.377154111275,3.1324470704087,0,41,170,170,0
"Sun Apr 18 00:53:52 2010 -0400",78,452,180037,0.071485438593698,54431,125606,0,0,0,758,1,757,168.30079155673,4071,4002,69,3818,253,31.33677229182,3.1292065831491,0,41,170,170,0
"Fri Apr 16 02:20:15 2010 +1000",78,451,179737,0.071562953396789,54295,125442,0,0,0,755,0,755,168.66092715232,4054,3985,69,3800,254,31.410705476073,3.1378885051801,0,42,169,169,0
"Wed Apr 14 23:27:34 2010 -0400",78,451,179845,0.071585069513604,54330,125515,0,0,0,755,0,755,168.71523178808,4057,4017,40,3816,241,31.397584421987,3.1365541040177,0,42,169,169,0
"Tue Apr 13 23:54:21 2010 -0400",78,455,183750,0.072164868068118,55502,128248,0,0,0,766,0,766,169.76240208877,4140,4140,0,3913,227,31.410144927536,3.1509661835749,0,54,170,170,0
"Fri Apr 9 21:17:55 2010 +1000",78,455,183620,0.072195829725492,55427,128193,0,0,0,764,0,764,170.13612565445,4135,4135,0,3906,229,31.435066505441,3.1535671100363,0,54,170,170,0
"Mon Apr 5 16:43:47 2010 +1000",78,455,183267,0.072231590781338,55179,128088,0,0,0,764,0,764,169.98821989529,4133,4133,0,3905,228,31.422937333656,3.1538833776917,0,54,170,170,0
"Sun Apr 4 18:17:43 2010 +1000",78,457,184872,0.072291224566221,56696,128176,0,0,0,765,0,765,169.88104575163,4140,4140,0,4057,83,31.391062801932,3.1533816425121,0,54,170,170,0
"Fri Apr 2 13:55:05 2010 -0400",78,457,184807,0.072318306693307,56679,128128,0,0,0,764,0,764,170.03272251309,4136,4136,0,4136,0,31.4083655706,3.1554642166344,0,54,170,170,0
"Mon Mar 29 23:50:40 2010 -0430",78,457,184807,0.072318306693307,56679,128128,0,0,0,764,0,764,170.03272251309,4136,4136,0,4136,0,31.4083655706,3.1554642166344,0,54,170,170,0
"Sun Mar 28 11:28:03 2010 -0400",78,457,184704,0.072336571196552,56636,128068,0,0,0,764,0,764,169.95418848168,4133,4133,0,4133,0,31.41664650375,3.1565448826518,0,54,170,170,0
"Fri Mar 26 20:36:04 2010 +1100",78,457,184511,0.07240745807763,56596,127915,0,0,0,763,0,763,169.97247706422,4127,4127,0,4127,0,31.424521444148,3.1591955415556,0,54,170,170,0
"Tue Mar 23 00:39:24 2010 +0530",77,456,184257,0.072441191436064,56512,127745,0,0,0,761,0,761,170.18134034166,4122,4122,0,4122,0,31.418728772441,3.1598738476468,0,54,170,170,0
"Fri Mar 19 20:44:18 2010 -0400",77,456,184199,0.072411795104687,56485,127714,0,0,0,761,0,761,170.14191852825,4122,4122,0,4122,0,31.411450752062,3.1589034449296,0,54,170,170,0
"Tue Mar 16 16:49:57 2010 -0430",77,456,184164,0.072427106909866,56477,127687,0,0,0,761,0,761,170.18134034166,4121,4121,0,4121,0,31.426352826984,3.1594273234652,0,54,170,170,0
"Sun Mar 14 16:06:31 2010 -0400",77,456,184022,0.072453202897187,56450,127572,0,0,0,761,0,761,169.99474375821,4120,4120,0,4120,0,31.399514563107,3.1584951456311,0,54,171,171,0
"Fri Mar 12 23:03:06 2010 -0500",77,456,183804,0.07247639454661,56397,127407,0,0,0,761,0,761,169.71090670171,4114,4114,0,4114,0,31.392805055907,3.1594555177443,0,54,171,171,0
"Mon Mar 8 22:48:39 2010 -0500",77,456,183710,0.072458645553513,56396,127314,0,0,0,761,0,761,169.58869908016,4111,4111,0,4111,0,31.393091705181,3.1588421308684,0,54,171,171,0
"Sun Feb 28 13:51:47 2010 -0500",77,455,183493,0.072533400435641,56324,127169,0,0,0,760,0,760,169.37105263158,4097,4097,0,4097,0,31.41859897486,3.1659751037344,0,54,171,171,0
"Sun Feb 28 11:39:09 2010 -0500",77,455,183445,0.072548233091873,56302,127143,0,0,0,760,0,760,169.25921052632,4093,4093,0,4093,0,31.428536525776,3.1680918641583,0,54,171,171,0
"Sat Feb 27 23:18:21 2010 -0430",77,455,183295,0.072637567573948,56212,127083,0,0,0,760,0,760,169.17894736842,4085,4085,0,4085,0,31.475152998776,3.1740514075887,0,54,170,170,0
"Sat Feb 20 11:42:17 2010 -0500",77,455,183127,0.072671556077233,56186,126941,0,0,0,760,0,760,169.00921052632,4080,4080,0,4080,0,31.482107843137,3.1754901960784,0,54,170,170,0
"Mon Feb 15 12:11:05 2010 -0500",74,452,182933,0.072762121104564,56150,126783,0,0,0,757,0,757,169.50066050198,4074,4074,0,4074,0,31.495336278841,3.1786941580756,0,54,170,170,0
"Fri Feb 12 23:51:02 2010 -0500",74,452,182738,0.072879415827906,56063,126675,0,0,0,755,0,755,169.78410596026,4070,4070,0,4070,0,31.495577395577,3.1825552825553,0,54,170,170,0
"Sun Feb 7 16:45:36 2010 -0500",74,452,182655,0.072824352716301,56049,126606,0,0,0,755,0,755,169.65430463576,4068,4068,0,4068,0,31.486971484759,3.1806784660767,0,54,170,170,0
"Sun Jan 31 21:23:32 2010 -0200",74,452,182157,0.072949604938859,55974,126183,0,0,0,755,0,755,169.4582781457,4057,4057,0,4057,0,31.535863938871,3.1828937638649,0,54,170,170,0
"Thu Jan 28 10:55:41 2010 -0500",74,452,182063,0.073057984919005,55944,126119,0,0,0,755,0,755,169.41456953642,4054,4054,0,4054,0,31.551060680809,3.1857424765664,0,54,170,170,0
"Mon Jan 25 17:59:05 2010 -0500",73,447,181665,0.073046279837481,55649,126016,0,0,0,748,0,748,170.43582887701,4051,4051,0,4051,0,31.470254258208,3.1861268822513,0,54,170,170,0
"Fri Jan 22 17:54:28 2010 -0500",73,447,181193,0.073009569947981,55278,125915,0,0,0,748,0,748,170.5320855615,4049,4049,0,4049,0,31.503581131143,3.1842430229686,0,54,170,170,0
"Thu Jan 21 01:42:54 2010 +0530",73,447,180970,0.073079002607977,55202,125768,0,0,0,748,0,748,170.13903743316,4045,4045,0,4045,0,31.462051915946,3.1846724351051,0,54,170,170,0
"Tue Jan 19 09:22:13 2010 -0500",73,447,181041,0.072989684167024,55215,125826,0,0,0,748,0,748,170.43449197861,4046,4046,0,4046,0,31.508897676718,3.1838853188334,0,54,170,170,0
"Sat Jan 16 20:38:08 2010 -0500",73,447,180975,0.072982428242029,55205,125770,0,0,0,748,0,748,170.45855614973,4044,4044,0,4044,0,31.528931750742,3.1837289812067,0,54,170,170,0
"Sat Jan 16 18:15:38 2010 -0500",73,447,180951,0.073387783017743,55208,125743,0,0,0,748,0,748,170.25935828877,4046,4046,0,4046,0,31.476520019773,3.1940187839842,0,54,170,170,0
"Fri Jan 15 00:02:24 2010 -0500",73,448,180909,0.073447856080076,55228,125681,0,0,0,748,0,748,169.98395721925,4041,4041,0,4041,0,31.464488987874,3.1890621133383,0,54,171,171,0
"Thu Jan 14 22:54:17 2010 -0500",73,448,180902,0.073022263952767,55228,125674,0,0,0,748,0,748,170.01737967914,4040,4040,0,4040,0,31.478465346535,3.1846534653465,0,54,171,171,0
"Thu Jan 14 15:50:27 2010 -0430",73,448,180902,0.073022263952767,55228,125674,0,0,0,748,0,748,170.01737967914,4040,4040,0,4040,0,31.478465346535,3.1846534653465,0,54,171,171,0
"Mon Jan 11 12:06:27 2010 -0430",73,448,180902,0.073022263952767,55228,125674,0,0,0,748,0,748,170.01737967914,4040,4040,0,4040,0,31.478465346535,3.1846534653465,0,54,171,171,0
"Wed Jan 6 21:27:14 2010 -0500",73,448,180902,0.073022263952767,55228,125674,0,0,0,748,0,748,170.01737967914,4040,4040,0,4040,0,31.478465346535,3.1846534653465,0,54,171,171,0
"Mon Dec 28 10:20:11 2009 -0500",71,446,179864,0.073298512945837,54650,125214,0,0,0,749,0,749,168.62750333778,3987,3987,0,3987,0,31.678454978681,3.1981439678957,0,62,184,184,0
"Mon Dec 21 09:29:28 2009 -0500",71,446,178588,0.073201132233266,54232,124356,0,0,0,749,0,749,167.61281708945,3957,3957,0,3957,0,31.726560525651,3.195855446045,0,62,184,184,0
"Sun Dec 13 10:36:51 2009 -0500",71,445,178407,0.073277354222183,54194,124213,0,0,0,748,0,748,167.46256684492,3950,3950,0,3950,0,31.711898734177,3.1992405063291,0,62,184,184,0
"Tue Dec 8 23:07:43 2009 -0500",71,451,181171,0.07418734708144,55287,125884,0,0,0,757,0,757,167.87318361955,4053,4053,0,4053,0,31.354552183568,3.2018258080434,0,62,184,184,0
"Sun Dec 6 21:46:05 2009 -0500",71,451,181229,0.074776847922158,55642,125587,0,0,0,755,0,755,167.85430463576,4033,4033,0,4033,0,31.423258120506,3.2253905281428,0,62,187,187,0
"Thu Nov 26 09:52:15 2009 -0500",71,451,181071,0.07513888778186,55610,125461,0,0,0,755,0,755,167.70463576159,4027,4027,0,4027,0,31.442016389372,3.2376458902409,0,62,187,187,0
"Wed Nov 25 01:51:25 2009 -0600",71,451,180946,0.075180522717107,55754,125192,0,0,0,758,0,758,167.10686015831,4038,4038,0,4038,0,31.368746904408,3.2278355621595,0,62,188,188,0
"Fri Nov 13 00:43:40 2009 -0500",68,447,180097,0.075290841881231,55115,124982,0,0,0,754,0,754,167.7175066313,4022,4022,0,4022,0,31.441819990055,3.2364495275982,0,61,189,189,0
"Mon Nov 9 14:07:19 2009 -0500",68,447,180097,0.075290841881231,55115,124982,0,0,0,754,0,754,167.7175066313,4022,4022,0,4022,0,31.441819990055,3.2364495275982,0,61,189,189,0
"Tue Nov 3 23:16:40 2009 -0500",64,443,181124,0.075138210079321,56314,124810,0,0,0,746,0,746,168.36863270777,3979,3979,0,3979,0,31.566473988439,3.2525760241267,0,61,188,188,0
"Sun Nov 1 12:25:40 2009 -0500",64,443,181048,0.075163136714178,56306,124742,0,0,0,746,0,746,168.2654155496,3979,3979,0,3979,0,31.547122392561,3.2518220658457,0,61,188,188,0
"Sat Oct 31 01:45:17 2009 -0400",64,443,180785,0.075436383937537,56296,124489,0,0,0,747,0,747,168.03614457831,3968,3968,0,3968,0,31.633820564516,3.2620967741935,0,61,189,189,0
